pos_id,info_gain,centroid_distance,j_relative_position_count,frontier_index,Elapsed time(sec),
13040.000000,553.967834,3.494013,0.000000,1.000000,20.000000,
12580.000000,511.034424,3.507872,0.000000,2.000000,20.000000,
17502.000000,137.672974,1.086987,1.000000,3.000000,20.000000,
21560.000000,330.721039,3.577283,1.000000,4.000000,20.000000,
23116.000000,169.219391,3.681238,1.000000,5.000000,20.000000,
21560.000000,346.500977,5.276902,10.000000,1.000000,62.000000,
22879.000000,168.433624,5.740637,10.000000,2.000000,62.000000,
19998.000000,331.090851,3.395769,24.000000,1.000000,122.000000,
22653.000000,178.037949,3.593476,23.000000,2.000000,122.000000,
15066.000000,365.543060,4.260856,12.000000,1.000000,164.000000,
16642.000000,311.811981,3.783448,18.000000,2.000000,164.000000,
22652.000000,160.334290,3.739172,28.000000,3.000000,164.000000,
25128.000000,50.207596,3.460274,33.000000,4.000000,164.000000,
21128.000000,24.303905,2.863451,33.000000,5.000000,164.000000,
15974.000000,444.703705,3.122197,25.000000,1.000000,212.000000,
14844.000000,428.388672,3.230374,19.000000,2.000000,212.000000,
22652.000000,191.684753,4.385530,28.000000,3.000000,212.000000,
21128.000000,106.779137,3.705405,44.000000,4.000000,212.000000,
13735.000000,615.189209,3.545140,10.000000,1.000000,249.000000,
16661.000000,447.310364,3.196150,31.000000,2.000000,249.000000,
13499.000000,470.592804,3.556295,3.000000,3.000000,249.000000,
24450.000000,183.186707,6.541828,34.000000,4.000000,249.000000,
20460.000000,22.016214,3.293786,44.000000,5.000000,249.000000,
21352.000000,23.300470,3.789853,48.000000,6.000000,249.000000,
12405.000000,626.104797,2.404046,8.000000,1.000000,294.000000,
10828.000000,605.202026,3.008436,1.000000,2.000000,294.000000,
14871.000000,520.700317,2.842931,20.000000,3.000000,294.000000,
18010.000000,256.450897,4.471915,38.000000,4.000000,294.000000,
24450.000000,190.518433,8.352436,34.000000,5.000000,294.000000,
11070.000000,546.704773,3.248806,4.000000,1.000000,324.000000,
10390.000000,374.539948,3.205854,2.000000,2.000000,324.000000,
9485.000000,382.080322,3.383709,0.000000,3.000000,324.000000,
24450.000000,198.754120,10.226932,34.000000,4.000000,324.000000,
19577.000000,35.225357,4.302767,41.000000,5.000000,324.000000,
16245.000000,506.487213,3.286379,23.000000,1.000000,360.000000,
18247.000000,351.903961,3.031493,30.000000,2.000000,360.000000,
9483.000000,329.574554,3.810113,0.000000,3.000000,360.000000,
24450.000000,207.076248,12.675091,34.000000,4.000000,360.000000,
14456.000000,247.071808,1.891395,27.000000,1.000000,403.000000,
17154.000000,255.363129,3.302696,45.000000,2.000000,403.000000,
9483.000000,303.615326,5.939184,0.000000,3.000000,403.000000,
20487.000000,58.544281,3.552935,43.000000,4.000000,403.000000,
24450.000000,205.848053,13.309050,34.000000,5.000000,403.000000,
10651.000000,273.439392,3.250273,10.000000,1.000000,427.000000,
20065.000000,217.303055,3.654777,54.000000,2.000000,427.000000,
12903.000000,153.770966,3.241285,21.000000,3.000000,427.000000,
9483.000000,296.036926,7.172033,0.000000,4.000000,427.000000,
24450.000000,203.144577,14.128379,34.000000,5.000000,427.000000,
20713.000000,39.754509,4.102426,41.000000,6.000000,427.000000,
9483.000000,250.175858,7.269719,0.000000,1.000000,469.000000,
20511.000000,170.870743,6.023529,64.000000,2.000000,469.000000,
24450.000000,191.275665,16.639307,34.000000,3.000000,469.000000,
21166.000000,55.570789,6.759978,51.000000,4.000000,469.000000,
15145.000000,21.823620,3.457631,42.000000,5.000000,469.000000,
9483.000000,280.383148,7.588470,0.000000,1.000000,535.000000,
