pos_id,info_gain,centroid_distance,j_relative_position_count,frontier_index,Elapsed time(sec),
30073.000000,515.814331,3.632742,0.000000,1.000000,20.000000,
26046.000000,385.064606,3.447941,2.000000,2.000000,20.000000,
22001.000000,238.116821,3.631591,2.000000,3.000000,20.000000,
21760.000000,177.968094,3.514493,2.000000,4.000000,20.000000,
23814.000000,518.665588,3.466828,5.000000,1.000000,62.000000,
21542.000000,189.397812,5.449802,5.000000,2.000000,62.000000,
22697.000000,561.031067,3.267763,5.000000,1.000000,104.000000,
21560.000000,326.604858,3.220757,5.000000,2.000000,104.000000,
21544.000000,212.350174,4.395149,5.000000,3.000000,104.000000,
27185.000000,604.854309,2.462228,0.000000,1.000000,140.000000,
19574.000000,448.589020,2.674574,3.000000,2.000000,140.000000,
18447.000000,483.064545,3.143680,11.000000,3.000000,140.000000,
19560.000000,258.736694,2.245168,11.000000,4.000000,140.000000,
19095.000000,101.928581,3.579695,11.000000,5.000000,140.000000,
21541.000000,59.280479,5.226879,11.000000,6.000000,140.000000,
23617.000000,503.959778,3.670244,0.000000,1.000000,170.000000,
26968.000000,384.572357,2.936805,4.000000,2.000000,170.000000,
17774.000000,409.771423,4.461151,18.000000,3.000000,170.000000,
19095.000000,71.446297,4.699576,18.000000,4.000000,170.000000,
23848.000000,548.751587,3.366428,0.000000,1.000000,213.000000,
20710.000000,422.735260,3.209373,2.000000,2.000000,213.000000,
28762.000000,581.886169,4.511857,0.000000,3.000000,213.000000,
18232.000000,349.328003,3.346749,16.000000,4.000000,213.000000,
29868.000000,428.345734,4.731021,10.000000,5.000000,213.000000,
17990.000000,117.501534,3.878511,27.000000,6.000000,213.000000,
21541.000000,35.029922,6.942674,27.000000,7.000000,213.000000,
25207.000000,546.266418,3.380542,0.000000,1.000000,252.000000,
19828.000000,515.898987,3.345356,0.000000,2.000000,252.000000,
26993.000000,523.341797,3.522399,0.000000,3.000000,252.000000,
18250.000000,461.137054,3.952387,0.000000,4.000000,252.000000,
28761.000000,468.731201,4.037804,0.000000,5.000000,252.000000,
17782.000000,364.246704,4.011203,28.000000,6.000000,252.000000,
29868.000000,439.149384,6.187186,10.000000,7.000000,252.000000,
26968.000000,214.479324,3.220747,11.000000,8.000000,252.000000,
17990.000000,171.392136,5.365495,36.000000,9.000000,252.000000,
22082.000000,604.118164,2.602653,0.000000,1.000000,294.000000,
23208.000000,622.523071,3.443435,0.000000,2.000000,294.000000,
29244.000000,593.424500,3.470705,0.000000,3.000000,294.000000,
26567.000000,567.057190,3.347098,0.000000,4.000000,294.000000,
29223.000000,556.687683,3.548634,0.000000,5.000000,294.000000,
19385.000000,573.906555,3.825465,0.000000,6.000000,294.000000,
29230.000000,485.282196,3.544756,0.000000,7.000000,294.000000,
29427.000000,501.133240,4.856028,8.000000,8.000000,294.000000,
17799.000000,399.929260,4.865541,6.000000,9.000000,294.000000,
29868.000000,475.437134,6.902451,10.000000,10.000000,294.000000,
17563.000000,352.189667,6.539737,28.000000,11.000000,294.000000,
17990.000000,123.368317,7.935560,46.000000,12.000000,294.000000,
21875.000000,548.242432,2.658911,0.000000,1.000000,324.000000,
