pos_id,info_gain,centroid_distance,j_relative_position_count,frontier_index,Elapsed time(sec),
12815.000000,482.506989,3.566202,2.000000,1.000000,20.000000,
12580.000000,423.773895,3.548152,2.000000,2.000000,20.000000,
19773.000000,337.466156,3.470072,4.000000,3.000000,20.000000,
21113.000000,124.636841,4.851132,22.000000,1.000000,62.000000,
22878.000000,29.606874,5.625885,22.000000,2.000000,62.000000,
21113.000000,90.329514,3.273031,39.000000,1.000000,116.000000,
22878.000000,54.777416,4.106510,35.000000,2.000000,116.000000,
14842.000000,385.677856,4.271050,37.000000,1.000000,158.000000,
16419.000000,333.679749,3.868469,47.000000,2.000000,158.000000,
23553.000000,60.714401,3.619218,52.000000,3.000000,158.000000,
20903.000000,15.262651,2.793670,57.000000,4.000000,158.000000,
14394.000000,298.491699,2.907726,43.000000,1.000000,207.000000,
16427.000000,263.124176,3.521936,67.000000,2.000000,207.000000,
19341.000000,64.183014,2.880572,76.000000,3.000000,207.000000,
22878.000000,77.633789,4.791420,54.000000,4.000000,207.000000,
11270.000000,428.822784,3.033135,13.000000,1.000000,243.000000,
13519.000000,394.487091,3.197825,45.000000,2.000000,243.000000,
15533.000000,211.126160,3.761829,67.000000,3.000000,243.000000,
22878.000000,83.698502,7.353163,58.000000,4.000000,243.000000,
9926.000000,219.308350,2.335988,15.000000,1.000000,279.000000,
9265.000000,179.143860,3.063971,18.000000,2.000000,279.000000,
10835.000000,193.766312,3.374178,26.000000,3.000000,279.000000,
22878.000000,90.980553,9.088123,58.000000,4.000000,279.000000,
15098.000000,22.726538,3.465026,64.000000,5.000000,279.000000,
10401.000000,231.486526,3.886724,32.000000,1.000000,309.000000,
10176.000000,212.008194,3.737437,32.000000,2.000000,309.000000,
9277.000000,145.627304,3.288719,31.000000,3.000000,309.000000,
9947.000000,123.565338,3.760143,32.000000,4.000000,309.000000,
9943.000000,67.584099,2.237767,29.000000,5.000000,309.000000,
23328.000000,90.142174,10.568199,67.000000,6.000000,309.000000,
11531.000000,66.300377,3.099900,49.000000,1.000000,357.000000,
13545.000000,36.484356,3.344426,65.000000,2.000000,357.000000,
23328.000000,99.798325,11.331572,67.000000,3.000000,357.000000,
23328.000000,101.897209,13.674193,67.000000,1.000000,394.000000,
