2026-03-20 09:04:03 [INFO]  [costmap_client.cpp:73] Waiting for costmap to become available, topic: /tb3_3/map
2026-03-20 09:04:17 [INFO]  [explore.cpp:474] Range (meter): 3.02, Raw AOA (degrees): 90.00, Adjusted AOA top peak (degrees): 90.06
2026-03-20 09:04:17 [INFO]  [explore.cpp:490] Own position (world): 0.00, 0.02 (ID: 3)
2026-03-20 09:04:17 [INFO]  [explore.cpp:494] Own position (map): 39, 79
2026-03-20 09:04:17 [INFO]  [explore.cpp:507] Creating track for Robot ID 2
2026-03-20 09:04:17 [INFO]  [explore.cpp:524] First estimate (world x_j, y_j) = -0.003268, 3.035439
2026-03-20 09:04:17 [INFO]  [state_filter.cpp:221] Obtained bearing measurements size 1
2026-03-20 09:04:17 [INFO]  [state_filter.cpp:228] Angle_measured (deg): 90.109294, d2: 0.302912
2026-03-20 09:04:17 [INFO]  [state_filter.cpp:253] Angle_pred (deg): 82.005738, Angle_measured (deg): 90.109292, residuals: 0.141362, probs: 0.999612
2026-03-20 09:04:17 [INFO]  [explore.cpp:564] **** getSizeInCellsX, getSizeInCellsY: 224, 160 **** 
2026-03-20 09:04:17 [INFO]  [explore.cpp:565] Estimate in map: (39, 99)
2026-03-20 09:04:17 [INFO]  [explore.cpp:589] Inserted in Quadmap
2026-03-20 09:04:17 [INFO]  [explore.cpp:609] -----finished-----
2026-03-20 09:04:17 [INFO]  [explore.cpp:642] === Exited SensingCallbackFilter ===
2026-03-20 09:04:23 [INFO]  [explore.cpp:1163]  ========= Deque size : 601 ======== 
2026-03-20 09:04:23 [INFO]  [explore.cpp:1166] Got sufficient history
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:407] Total Frontiers before splitting = 3
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:446] Total Frontiers after splitting = 4
2026-03-20 09:04:23 [INFO]  [explore.cpp:1202] ******* REACHED 3/4th to goal ---  REVAULATING ALL FRONTIERS ******************
2026-03-20 09:04:23 [INFO]  [explore.cpp:1212] Last progress time: 1774011863.930589
2026-03-20 09:04:23 [INFO]  [explore.cpp:1217] frontier 0 centroid distance before: 1.052166 meters
2026-03-20 09:04:23 [INFO]  [explore.cpp:1226] Path received with 16 poses
2026-03-20 09:04:23 [INFO]  [explore.cpp:1234] frontier 0 centroid distance after: 1.084425 meters
2026-03-20 09:04:23 [INFO]  [explore.cpp:1235] *****************************************************************************
2026-03-20 09:04:23 [INFO]  [explore.cpp:1217] frontier 1 centroid distance before: 3.132586 meters
2026-03-20 09:04:23 [INFO]  [explore.cpp:1226] Path received with 44 poses
2026-03-20 09:04:23 [INFO]  [explore.cpp:1234] frontier 1 centroid distance after: 3.184390 meters
2026-03-20 09:04:23 [INFO]  [explore.cpp:1235] *****************************************************************************
2026-03-20 09:04:23 [INFO]  [explore.cpp:1217] frontier 2 centroid distance before: 3.606245 meters
2026-03-20 09:04:23 [INFO]  [explore.cpp:1226] Path received with 49 poses
2026-03-20 09:04:23 [INFO]  [explore.cpp:1234] frontier 2 centroid distance after: 3.565093 meters
2026-03-20 09:04:23 [INFO]  [explore.cpp:1235] *****************************************************************************
2026-03-20 09:04:23 [INFO]  [explore.cpp:1217] frontier 3 centroid distance before: 3.710795 meters
2026-03-20 09:04:23 [INFO]  [explore.cpp:1226] Path received with 51 poses
2026-03-20 09:04:23 [INFO]  [explore.cpp:1234] frontier 3 centroid distance after: 3.693064 meters
2026-03-20 09:04:23 [INFO]  [explore.cpp:1235] *****************************************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 1.043083
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -1.073684, -0.110526
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 32, 78
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 17504
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.850000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,121), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 79.398712
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.064929
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:607] Info gain max updated = 82.819420
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:608] Info used max percent = 0.064929
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 1.015037
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -1.375000, 0.125000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 30, 80
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 17950
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.850000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,121), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 81.225349
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.251801
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 1.085953
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -1.375000, -0.175000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 30, 78
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 17502
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.850000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,121), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 83.358582
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.086240
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:607] Info gain max updated = 90.523476
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:608] Info used max percent = 0.086240
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 90.523476 ========
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:628] Navigating to right extreme of the frontier
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 90.523476
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 1.084425
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:475] frontier Utility = 83.475975
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 1.583657
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -0.167391, -3.154347
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 38, 58
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 13030
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 3.450000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 216.047516
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000001
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:607] Info gain max updated = 342.145081
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:608] Info used max percent = 0.000001
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 1.596857
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -1.675000, -3.025000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 28, 59
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 13244
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 3.450000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 154.089447
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000004
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 1.611566
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -1.525000, -3.175000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 29, 58
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 13021
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 3.450000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 174.482285
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000002
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 342.145081 ========
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:620] Navigating to centroid of frontier
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 342.145081
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.184390
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:475] frontier Utility = 107.444458
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 0.822997
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 2.525000, 2.525001
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 56, 96
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 21560
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.550000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,121), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 234.829788
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 6.335369
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:607] Info gain max updated = 193.264236
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:608] Info used max percent = 6.335369
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 0.424764
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 1.625000, 3.125001
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 50, 100
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 22450
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.550000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,121), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 173.482132
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 28.052523
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 0.893758
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 2.675000, 2.225001
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 57, 94
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 21113
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.550000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,121), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 237.544434
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 3.288273
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:607] Info gain max updated = 212.307236
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:608] Info used max percent = 3.288273
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 212.307236 ========
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:628] Navigating to right extreme of the frontier
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 212.307236
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.565093
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:475] frontier Utility = 59.551668
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 0.026321
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 0.875000, 3.575001
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 45, 103
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 23117
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.700000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,121), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 109.476494
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 58.259998
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:607] Info gain max updated = 2.881550
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:608] Info used max percent = 58.259998
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : -0.535215
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -0.025000, 3.575001
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 39, 103
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 23111
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.700000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,121), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 39.829620
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 83.656189
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:554] BetaParam : 0.308224
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -1.375000, 3.425001
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 30, 102
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 22878
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.700000 meters 
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,121), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:598] Info gain = 74.668007
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 58.824577
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:607] Info gain max updated = 23.014490
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:608] Info used max percent = 58.824577
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 23.014490 ========
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:628] Navigating to right extreme of the frontier
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 23.014490
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.693064
2026-03-20 09:04:23 [INFO]  [frontier_search.cpp:475] frontier Utility = 6.231815
2026-03-20 09:04:23 [INFO]  [explore.cpp:1247] ===============Sorted frontiers===================
2026-03-20 09:04:23 [INFO]  [explore.cpp:1250] frontier 0 utility: 107.444458
2026-03-20 09:04:23 [INFO]  [explore.cpp:1251] frontier 0 position: (-0.167391, -3.154347 )
2026-03-20 09:04:23 [INFO]  [explore.cpp:1250] frontier 1 utility: 83.475975
2026-03-20 09:04:23 [INFO]  [explore.cpp:1251] frontier 1 position: (-1.073684, -0.110526 )
2026-03-20 09:04:23 [INFO]  [explore.cpp:1250] frontier 2 utility: 59.551668
2026-03-20 09:04:23 [INFO]  [explore.cpp:1251] frontier 2 position: (2.525000, 2.525001 )
2026-03-20 09:04:23 [INFO]  [explore.cpp:1250] frontier 3 utility: 6.231815
2026-03-20 09:04:23 [INFO]  [explore.cpp:1251] frontier 3 position: (0.875000, 3.575001 )
2026-03-20 09:04:23 [INFO]  [explore.cpp:1356] ******* Total cells = 36.000000
2026-03-20 09:04:23 [INFO]  [explore.cpp:1357] ******* Filled cells = 1.000000
2026-03-20 09:04:23 [INFO]  [explore.cpp:1358] ******* Estimated map fill percentage = 2.777778
2026-03-20 09:04:23 [INFO]  [explore.cpp:333] === Entered SensingCallbackFilter ===
2026-03-20 09:04:23 [INFO]  [explore.cpp:358] Current pose (x, y, heading): -0.00, 0.02, 0.02
2026-03-20 09:04:23 [INFO]  [explore.cpp:372] Got relative measurements for Robot ID 1
2026-03-20 09:04:23 [INFO]  [explore.cpp:382] Using Own SLAM Pose
2026-03-20 09:04:23 [INFO]  [explore.cpp:410] Selecting measurements
2026-03-20 09:04:23 [INFO]  [explore.cpp:419] Measurement iterator = 1
2026-03-20 09:04:23 [INFO]  [explore.cpp:422] Initialized for robot id: 1
2026-03-20 09:04:23 [INFO]  [explore.cpp:423] Initialized angle for 90.000000
2026-03-20 09:04:23 [INFO]  [explore.cpp:426] Initialized angle updated
2026-03-20 09:04:23 [INFO]  [explore.cpp:447] Workaround for range measurements
2026-03-20 09:04:23 [INFO]  [explore.cpp:470] Own pose when relative measurements obtained (x, y, heading): -0.00, 0.01, 0.10
2026-03-20 09:04:23 [INFO]  [explore.cpp:474] Range (meter): 6.18, Raw AOA (degrees): 90.00, Adjusted AOA top peak (degrees): 90.10
2026-03-20 09:04:23 [INFO]  [explore.cpp:490] Own position (world): -0.00, 0.01 (ID: 3)
2026-03-20 09:04:23 [INFO]  [explore.cpp:494] Own position (map): 39, 79
2026-03-20 09:04:23 [INFO]  [explore.cpp:536] Found Robot (robot id : 1) track
2026-03-20 09:04:23 [INFO]  [state_filter.cpp:221] Obtained bearing measurements size 1
