2026-03-20 09:04:02 [INFO]  [costmap_client.cpp:73] Waiting for costmap to become available, topic: /tb3_1/map
2026-03-20 09:04:16 [INFO]  [explore.cpp:494] Own position (map): 39, 119
2026-03-20 09:04:16 [INFO]  [explore.cpp:507] Creating track for Robot ID 2
2026-03-20 09:04:16 [INFO]  [explore.cpp:524] First estimate (world x_j, y_j) = -0.016334, -3.069238
2026-03-20 09:04:16 [INFO]  [state_filter.cpp:221] Obtained bearing measurements size 1
2026-03-20 09:04:16 [INFO]  [state_filter.cpp:228] Angle_measured (deg): -90.262736, d2: 0.275357
2026-03-20 09:04:16 [INFO]  [state_filter.cpp:253] Angle_pred (deg): -79.284449, Angle_measured (deg): -90.262735, residuals: -0.191510, probs: 0.999544
2026-03-20 09:04:16 [INFO]  [explore.cpp:564] **** getSizeInCellsX, getSizeInCellsY: 224, 160 **** 
2026-03-20 09:04:16 [INFO]  [explore.cpp:565] Estimate in map: (39, 99)
2026-03-20 09:04:16 [INFO]  [explore.cpp:589] Inserted in Quadmap
2026-03-20 09:04:16 [INFO]  [explore.cpp:609] -----finished-----
2026-03-20 09:04:16 [INFO]  [explore.cpp:372] Got relative measurements for Robot ID 3
2026-03-20 09:04:16 [INFO]  [explore.cpp:382] Using Own SLAM Pose
2026-03-20 09:04:16 [INFO]  [explore.cpp:410] Selecting measurements
2026-03-20 09:04:16 [INFO]  [explore.cpp:419] Measurement iterator = 0
2026-03-20 09:04:16 [INFO]  [explore.cpp:422] Initialized for robot id: 3
2026-03-20 09:04:16 [INFO]  [explore.cpp:423] Initialized angle for -90.000000
2026-03-20 09:04:16 [INFO]  [explore.cpp:426] Initialized angle updated
2026-03-20 09:04:16 [INFO]  [explore.cpp:447] Workaround for range measurements
2026-03-20 09:04:16 [INFO]  [explore.cpp:470] Own pose when relative measurements obtained (x, y, heading): -0.00, 0.00, 359.78
2026-03-20 09:04:16 [INFO]  [explore.cpp:474] Range (meter): 6.18, Raw AOA (degrees): -90.00, Adjusted AOA top peak (degrees): -90.22
2026-03-20 09:04:16 [INFO]  [explore.cpp:490] Own position (world): -0.00, 0.00 (ID: 1)
2026-03-20 09:04:16 [INFO]  [explore.cpp:494] Own position (map): 39, 119
2026-03-20 09:04:16 [INFO]  [explore.cpp:507] Creating track for Robot ID 3
2026-03-20 09:04:16 [INFO]  [explore.cpp:524] First estimate (world x_j, y_j) = -0.028096, -6.175153
2026-03-20 09:04:16 [INFO]  [state_filter.cpp:221] Obtained bearing measurements size 1
2026-03-20 09:04:16 [INFO]  [state_filter.cpp:228] Angle_measured (deg): -90.262736, d2: 0.218664
2026-03-20 09:04:16 [INFO]  [state_filter.cpp:253] Angle_pred (deg): -85.244100, Angle_measured (deg): -90.262735, residuals: -0.087547, probs: 0.999690
2026-03-20 09:04:16 [INFO]  [explore.cpp:564] **** getSizeInCellsX, getSizeInCellsY: 224, 160 **** 
2026-03-20 09:04:16 [INFO]  [explore.cpp:565] Estimate in map: (39, 78)
2026-03-20 09:04:16 [INFO]  [explore.cpp:589] Inserted in Quadmap
2026-03-20 09:04:16 [INFO]  [explore.cpp:609] -----finished-----
2026-03-20 09:04:16 [INFO]  [explore.cpp:642] === Exited SensingCallbackFilter ===
2026-03-20 09:04:22 [INFO]  [explore.cpp:1163]  ========= Deque size : 601 ======== 
2026-03-20 09:04:22 [INFO]  [explore.cpp:1166] Got sufficient history
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:407] Total Frontiers before splitting = 2
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:446] Total Frontiers after splitting = 4
2026-03-20 09:04:22 [INFO]  [explore.cpp:1202] ******* REACHED 3/4th to goal ---  REVAULATING ALL FRONTIERS ******************
2026-03-20 09:04:22 [INFO]  [explore.cpp:1212] Last progress time: 1774011862.897099
2026-03-20 09:04:22 [INFO]  [explore.cpp:1217] frontier 0 centroid distance before: 3.370831 meters
2026-03-20 09:04:22 [INFO]  [explore.cpp:1226] Path received with 47 poses
2026-03-20 09:04:22 [INFO]  [explore.cpp:1234] frontier 0 centroid distance after: 3.425335 meters
2026-03-20 09:04:22 [INFO]  [explore.cpp:1235] *****************************************************************************
2026-03-20 09:04:22 [INFO]  [explore.cpp:1217] frontier 1 centroid distance before: 3.606245 meters
2026-03-20 09:04:22 [INFO]  [explore.cpp:1226] Path received with 50 poses
2026-03-20 09:04:22 [INFO]  [explore.cpp:1234] frontier 1 centroid distance after: 3.637840 meters
2026-03-20 09:04:22 [INFO]  [explore.cpp:1235] *****************************************************************************
2026-03-20 09:04:22 [INFO]  [explore.cpp:1217] frontier 2 centroid distance before: 3.423814 meters
2026-03-20 09:04:22 [INFO]  [explore.cpp:1226] Path received with 50 poses
2026-03-20 09:04:22 [INFO]  [explore.cpp:1234] frontier 2 centroid distance after: 3.645522 meters
2026-03-20 09:04:22 [INFO]  [explore.cpp:1235] *****************************************************************************
2026-03-20 09:04:22 [INFO]  [explore.cpp:1217] frontier 3 centroid distance before: 3.384154 meters
2026-03-20 09:04:22 [INFO]  [explore.cpp:1226] Path received with 47 poses
2026-03-20 09:04:22 [INFO]  [explore.cpp:1234] frontier 3 centroid distance after: 3.432274 meters
2026-03-20 09:04:22 [INFO]  [explore.cpp:1235] *****************************************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : 0.983234
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 2.825000, -1.824999
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 58, 107
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 24026
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.850000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,78), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 254.172714
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 3.356940
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:607] Info gain max updated = 249.911301
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:608] Info used max percent = 3.356940
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : 0.627582
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 1.625000, -1.824999
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 50, 107
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 24018
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.850000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,78), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 100.623161
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 18.572203
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : 0.644068
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 1.775000, -1.974999
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 51, 106
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 23795
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.850000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,78), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 128.500641
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 17.367123
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 249.911301 ========
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:620] Navigating to centroid of frontier
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 249.911301
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.425335
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:475] frontier Utility = 72.959659
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : 1.456451
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 3.425000, 1.025001
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 62, 126
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 28286
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.700000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 255.962509
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000003
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:607] Info gain max updated = 372.796753
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:608] Info used max percent = 0.000003
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : 1.547433
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 2.675000, 2.225001
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 57, 134
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 30073
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.700000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 275.039368
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:607] Info gain max updated = 425.605011
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:608] Info used max percent = 0.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : 1.437747
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 3.425000, 0.875001
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 62, 125
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 28062
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.700000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 250.254028
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000006
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 425.605011 ========
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:624] Navigating to left extreme of the frontier
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 425.605011
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.637840
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:475] frontier Utility = 116.993881
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : 0.430709
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 1.625000, -3.024999
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 50, 99
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 22226
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 1.950000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,78), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 193.073486
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 29.975298
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:607] Info gain max updated = 83.158554
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:608] Info used max percent = 29.975298
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : 0.455590
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 1.475000, -2.274999
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 49, 104
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 23345
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 1.950000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,78), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 116.335159
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 29.517582
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : -0.211132
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 0.725000, -3.324999
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 44, 97
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 21772
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 1.950000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,78), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 97.151794
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 63.371384
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 83.158554 ========
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:620] Navigating to centroid of frontier
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 83.158554
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.645522
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:475] frontier Utility = 22.811154
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : -0.193150
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -0.775000, -3.324999
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 34, 97
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 21762
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 1.800000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,78), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 60.820503
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 73.247665
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : -0.050080
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -0.925000, -3.324999
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 33, 97
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 21761
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 1.800000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,78), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 65.465073
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 70.292007
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:554] BetaParam : -0.425949
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -0.475000, -3.474999
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 36, 96
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 21540
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:563] Size of frontier: 1.800000 meters 
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 2
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,78), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (39,99), Omega(uncertainty trace): 1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:598] Info gain = 48.366642
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 81.015442
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: -1.000000 ========
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = -1.000000
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.432274
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:475] frontier Utility = -0.291352
2026-03-20 09:04:22 [INFO]  [frontier_search.cpp:650] Invalid frontier
2026-03-20 09:04:22 [INFO]  [explore.cpp:1247] ===============Sorted frontiers===================
2026-03-20 09:04:22 [INFO]  [explore.cpp:1250] frontier 0 utility: 116.993881
2026-03-20 09:04:22 [INFO]  [explore.cpp:1251] frontier 0 position: (3.425000, 1.025001 )
2026-03-20 09:04:22 [INFO]  [explore.cpp:1250] frontier 1 utility: 72.959659
2026-03-20 09:04:22 [INFO]  [explore.cpp:1251] frontier 1 position: (2.825000, -1.824999 )
2026-03-20 09:04:22 [INFO]  [explore.cpp:1250] frontier 2 utility: 22.811154
2026-03-20 09:04:22 [INFO]  [explore.cpp:1251] frontier 2 position: (1.625000, -3.024999 )
2026-03-20 09:04:22 [INFO]  [explore.cpp:1356] ******* Total cells = 36.000000
2026-03-20 09:04:22 [INFO]  [explore.cpp:1357] ******* Filled cells = 1.000000
2026-03-20 09:04:22 [INFO]  [explore.cpp:1358] ******* Estimated map fill percentage = 2.777778
2026-03-20 09:04:28 [INFO]  [explore.cpp:1163]  ========= Deque size : 601 ======== 
2026-03-20 09:04:28 [INFO]  [explore.cpp:1166] Got sufficient history
2026-03-20 09:04:28 [INFO]  [frontier_search.cpp:407] Total Frontiers before splitting = 2
2026-03-20 09:04:28 [INFO]  [frontier_search.cpp:446] Total Frontiers after splitting = 4
2026-03-20 09:04:28 [INFO]  [explore.cpp:1356] ******* Total cells = 36.000000
2026-03-20 09:04:28 [INFO]  [explore.cpp:1357] ******* Filled cells = 1.000000
2026-03-20 09:04:28 [INFO]  [explore.cpp:1358] ******* Estimated map fill percentage = 2.777778
2026-03-20 09:04:28 [INFO]  [explore.cpp:333] === Entered SensingCallbackFilter ===
2026-03-20 09:04:28 [INFO]  [explore.cpp:358] Current pose (x, y, heading): 0.45, -0.03, 352.75
2026-03-20 09:04:28 [INFO]  [explore.cpp:372] Got relative measurements for Robot ID 2
2026-03-20 09:04:28 [INFO]  [explore.cpp:382] Using Own SLAM Pose
2026-03-20 09:04:28 [INFO]  [explore.cpp:410] Selecting measurements
2026-03-20 09:04:28 [INFO]  [explore.cpp:419] Measurement iterator = 1
2026-03-20 09:04:28 [INFO]  [explore.cpp:422] Initialized for robot id: 2
2026-03-20 09:04:28 [INFO]  [explore.cpp:423] Initialized angle for -90.000000
2026-03-20 09:04:28 [INFO]  [explore.cpp:426] Initialized angle updated
2026-03-20 09:04:28 [INFO]  [explore.cpp:447] Workaround for range measurements
2026-03-20 09:04:28 [INFO]  [explore.cpp:470] Own pose when relative measurements obtained (x, y, heading): -0.01, 0.00, 359.76
2026-03-20 09:04:28 [INFO]  [explore.cpp:474] Range (meter): 3.07, Raw AOA (degrees): -90.00, Adjusted AOA top peak (degrees): -90.24
2026-03-20 09:04:28 [INFO]  [explore.cpp:490] Own position (world): -0.01, 0.00 (ID: 1)
2026-03-20 09:04:28 [INFO]  [explore.cpp:494] Own position (map): 39, 119
2026-03-20 09:04:28 [INFO]  [explore.cpp:536] Found Robot (robot id : 2) track
2026-03-20 09:04:28 [INFO]  [state_filter.cpp:221] Obtained bearing measurements size 1
2026-03-20 09:04:28 [INFO]  [state_filter.cpp:228] Angle_measured (deg): -90.287871, d2: 0.507531
