pos_id,info_gain,centroid_distance,j_relative_position_count,frontier_index,Elapsed time(sec),
25601.000000,364.251343,4.328093,3.000000,1.000000,20.000000,
23589.000000,370.850433,4.522547,3.000000,2.000000,20.000000,
26716.000000,280.435120,4.537404,3.000000,3.000000,20.000000,
19103.000000,209.306000,3.984241,3.000000,4.000000,20.000000,
15953.000000,103.714165,4.350857,2.000000,5.000000,20.000000,
29163.000000,89.320686,4.645672,1.000000,6.000000,20.000000,
20017.000000,447.734680,4.503318,13.000000,1.000000,68.000000,
24053.000000,416.449921,4.303393,8.000000,2.000000,68.000000,
16639.000000,378.562286,5.735672,10.000000,3.000000,68.000000,
15720.000000,75.994446,6.912602,8.000000,4.000000,68.000000,
22501.000000,523.607849,4.288821,2.000000,1.000000,122.000000,
16653.000000,394.932526,4.116361,15.000000,2.000000,122.000000,
28756.000000,390.421600,4.673965,19.000000,3.000000,122.000000,
21375.000000,273.671539,3.442130,8.000000,4.000000,122.000000,
18666.000000,197.178314,2.520022,28.000000,5.000000,122.000000,
29865.000000,267.702301,4.432195,19.000000,6.000000,122.000000,
16639.000000,183.498428,4.778330,20.000000,7.000000,122.000000,
26060.000000,70.703979,2.563267,20.000000,8.000000,122.000000,
27214.000000,458.569977,3.536886,10.000000,1.000000,173.000000,
24763.000000,471.128510,4.397560,0.000000,2.000000,173.000000,
18935.000000,426.932709,4.104344,0.000000,3.000000,173.000000,
16008.000000,456.176361,4.388216,12.000000,4.000000,173.000000,
16449.000000,302.749420,3.527613,19.000000,5.000000,173.000000,
28988.000000,421.920776,5.294746,27.000000,6.000000,173.000000,
15763.000000,307.794708,4.773773,36.000000,7.000000,173.000000,
29196.000000,191.248138,6.207636,31.000000,8.000000,173.000000,
16195.000000,52.845867,5.973221,41.000000,9.000000,173.000000,
22083.000000,572.427185,4.338123,0.000000,1.000000,216.000000,
28350.000000,510.682709,4.399348,0.000000,2.000000,216.000000,
24325.000000,478.962921,4.530457,0.000000,3.000000,216.000000,
18941.000000,516.825073,5.148583,0.000000,4.000000,216.000000,
16013.000000,419.326477,5.775734,1.000000,5.000000,216.000000,
30555.000000,318.500977,4.761087,35.000000,6.000000,216.000000,
15763.000000,226.454773,6.717906,52.000000,7.000000,216.000000,
18269.000000,479.337646,4.166025,0.000000,1.000000,264.000000,
21426.000000,467.378601,4.185015,0.000000,2.000000,264.000000,
20066.000000,300.861633,2.916561,0.000000,3.000000,264.000000,
26128.000000,331.876373,3.682622,5.000000,4.000000,264.000000,
16916.000000,371.296021,5.709738,7.000000,5.000000,264.000000,
15763.000000,77.508690,8.156616,64.000000,6.000000,264.000000,
14479.000000,533.959961,4.349243,0.000000,1.000000,312.000000,
23899.000000,523.159424,5.192061,0.000000,2.000000,312.000000,
13113.000000,373.380493,4.034883,12.000000,3.000000,312.000000,
19421.000000,456.523193,5.056540,0.000000,4.000000,312.000000,
27477.000000,452.571533,7.018056,12.000000,5.000000,312.000000,
15114.000000,200.313293,4.094919,27.000000,6.000000,312.000000,
29706.000000,256.905975,7.412240,13.000000,7.000000,312.000000,
12690.000000,548.683472,3.939052,0.000000,1.000000,360.000000,
13146.000000,504.327942,4.206907,0.000000,2.000000,360.000000,
21891.000000,490.919220,4.512235,0.000000,3.000000,360.000000,
18980.000000,401.109802,3.837117,0.000000,4.000000,360.000000,
18977.000000,325.194977,3.160412,0.000000,5.000000,360.000000,
17863.000000,413.508118,4.324255,0.000000,6.000000,360.000000,
27477.000000,555.062744,7.276970,19.000000,7.000000,360.000000,
12443.000000,344.477112,4.612171,16.000000,8.000000,360.000000,
19646.000000,225.213226,3.502163,0.000000,9.000000,360.000000,
29929.000000,403.905273,7.849155,23.000000,10.000000,360.000000,
14666.000000,65.368248,5.477338,41.000000,11.000000,360.000000,
11789.000000,248.333496,1.692438,9.000000,1.000000,409.000000,
23231.000000,437.866699,5.072830,0.000000,2.000000,409.000000,
11369.000000,254.418091,3.693816,0.000000,3.000000,409.000000,
10468.000000,244.127457,4.078305,1.000000,4.000000,409.000000,
20098.000000,202.774872,3.491502,0.000000,5.000000,409.000000,
27477.000000,537.498474,9.615789,19.000000,6.000000,409.000000,
9323.000000,187.868927,4.205744,7.000000,7.000000,409.000000,
29929.000000,411.417297,10.186563,25.000000,8.000000,409.000000,
13611.000000,104.208305,4.857369,0.000000,9.000000,409.000000,
23231.000000,399.589752,6.404746,1.000000,1.000000,433.000000,
27477.000000,467.943115,11.134437,20.000000,2.000000,433.000000,
29929.000000,354.647797,11.552293,26.000000,3.000000,433.000000,
19434.000000,150.797897,5.318810,0.000000,4.000000,433.000000,
9353.000000,50.896896,3.070721,0.000000,5.000000,433.000000,
29929.000000,352.980469,9.645020,36.000000,1.000000,502.000000,
9355.000000,31.435598,4.321833,11.000000,2.000000,502.000000,
